"label","rating","claimed_at","id","aspect","sentence"
"2",3,,2122,"giao hàng","hàng chất lượng tốt đóng gói đẹp cẩn thận giao hàng nhanh còn có thư cảm ơn . mỗi tội 1 số lúc nt trả lời rất lâu"
"0",1,,828,"uy tín cửa hàng","bán đồ kiểu lừa đảo mọi người đọc nhận xét 1 sao là hiểu ông nào hên thì có tốt xui dính đồ xấu , đồ xấu là xác định nó hành khách hàng như cún dính lỗi sẽ cũng trả hàng hoàn tiền hết đi"
"0",1,,244,"quần","giao hàng nhanh. mua 2 cái quần thì 1 quần lỗi không mặc được, liên hệ cửa hàng để đổi trả cũng không được. cửa hàng cứ kêu hỗ trợ nhưng nhắn lại thì không thấy nói gì. hỗ trợ cskh rất kỳ kém. sẽ không bao giờ mua lại. hối hận vì mua đồ và bấm nhận hàng"
"0",1,,246,"chăm sóc khách hàng","giao hàng nhanh. mua 2 cái quần thì 1 quần lỗi không mặc được, liên hệ cửa hàng để đổi trả cũng không được. cửa hàng cứ kêu hỗ trợ nhưng nhắn lại thì không thấy nói gì. hỗ trợ cskh rất kỳ kém. sẽ không bao giờ mua lại. hối hận vì mua đồ và bấm nhận hàng"
"0",2,,555,"chăm sóc khách hàng","èo ôi mua còn hỏi trước có rộng không mà cửa hàng trả lời không rộng chắc hơn đinh đóng cột không vòng vo thêm từ nào luôn , quần mặc bụng rộng ống dài đi sửa mất nửa cái quần luôn , mặc như bơi trong cái quần , nhưng phải công nhận quần đẹp mỗi tội tư vấn chán , đánh giá trước không qua năm mới , cửa hàng lại đổ tội mất giông"
"0",3,,2123,"chăm sóc khách hàng","hàng chất lượng tốt đóng gói đẹp cẩn thận giao hàng nhanh còn có thư cảm ơn . mỗi tội 1 số lúc nt trả lời rất lâu"
"0",3,,2124,"gia công","khá thật vọng 1 tý chỉ thừa rất nhiều nút bấm không được thêu cẩn thận chất cũng rất  tốt 👌 cửa hàng cải thiện nhé"
"0",1,,255,"đổi trả","��mình mưa 2 cái mỗi cái kích cỡ khác nhau nhưng 27 to hơn kích cỡ 28. đổi lại lần thứ 2 cửa hàng nói là sẽ hỗ trợ toàn bộ chi phí thế nhưng đến khi người giao hàng giao thì lại thu tiền giao hàng gần cả 100cành. đổi lại lần thứ 2 mình chọn kích cỡ 26 và 27 nhưng ống quần của kích cỡ 26 lại rộng đến 18cm to hơn cả kích cỡ 27. trong bảng kích cỡ của cửa hàng thì kích cỡ 26 ống chỉ có 16cm mà quần mình độn lên tận 18. ❌rất chi thất vọng về cách phục vụ của cửa hàng mong các bạn chú ý cửa hàng này đừng dại tiền mà mua hàng về📌"
"0",1,,256,"kích cỡ","��mình mưa 2 cái mỗi cái kích cỡ khác nhau nhưng 27 to hơn kích cỡ 28. đổi lại lần thứ 2 cửa hàng nói là sẽ hỗ trợ toàn bộ chi phí thế nhưng đến khi người giao hàng giao thì lại thu tiền giao hàng gần cả 100cành. đổi lại lần thứ 2 mình chọn kích cỡ 26 và 27 nhưng ống quần của kích cỡ 26 lại rộng đến 18cm to hơn cả kích cỡ 27. trong bảng kích cỡ của cửa hàng thì kích cỡ 26 ống chỉ có 16cm mà quần mình độn lên tận 18. ❌rất chi thất vọng về cách phục vụ của cửa hàng mong các bạn chú ý cửa hàng này đừng dại tiền mà mua hàng về📌"
"0",1,,257,"chất lượng sản phẩm","chất lượng sản phẩm khá xấu . kiểu dáng khá giống quần của cn gái ạ . sản phẩm không giắc sổ kỹ nên rất dễ bung chỉ với rất nhiều chỉ thừa. sản phẩm mình nhận bị lỗi ở đáy quần, nhắn tin cho cửa hàng cửa hàng vẫn chưa trả lời ạ . khá lâu nên thôi mình đành ôm ạ. sản phẩm rất xấu quần rất mõng và dãy rất ghẽ tiền"
"0",1,,258,"sản phẩm","chất lượng sản phẩm khá xấu . kiểu dáng khá giống quần của cn gái ạ . sản phẩm không giắc sổ kỹ nên rất dễ bung chỉ với rất nhiều chỉ thừa. sản phẩm mình nhận bị lỗi ở đáy quần, nhắn tin cho cửa hàng cửa hàng vẫn chưa trả lời ạ . khá lâu nên thôi mình đành ôm ạ. sản phẩm rất xấu quần rất mõng và dãy rất ghẽ tiền"
"0",2,,535,"kiểu dáng","mỏng với không đúng kiểu dáng tí nào"
"0",2,,536,"kcihs cỡ","kích cỡ 29 như kích cỡ 31"
"2",3,,2125,"chất lượng","khá thật vọng 1 tý chỉ thừa rất nhiều nút bấm không được thêu cẩn thận chất cũng rất  tốt 👌 cửa hàng cải thiện nhé"
"0",1,,831,"màu sắc","rất rất xấu quần thì sổ chỉ tùm lum,màu thì xấu cúc với xéc thì lỏng lẻo nhìn như dẻ xác định mua thì khỏi trả được nữa luôn🤬🤬🤬🤬"
"0",3,,2126,"kích cỡ","đặt 3 quần kích cỡ 31, 2 quần đẹp 1 quần thì eo rất nhỏ như kích cỡ 29 vậy cửa hàng nên kiểm tra kỉ hơn trước khi gửi hàng"
"0",1,,663,"kiểu dáng","quần thì bung chỉ, túi quần thì nông để đt dễ rớt lắm, khi mua có hỏi cửa hàng thì cửa hàng bảo kích cỡ 33, mua về thì rộng thùng thình, ống quần dài tới lòng bàn chân đổi hàng chịu phí 2 đầu nên đem ra tiệm sửa luôn rồi cửa hàng có lượt mua hơn 140k nên nó chả quan tâm mình đâu không có bạn vẫn nổ đơn ầm ầm, mình đếch care tốn 45p ghi ngắn gọn lắm rồi tóm lại : mua lúc sale, mà thôi đếch mua là tốt nhất :"
"0",2,,588,"kích cỡ","kích cỡ 31 hơi rộng với mình quần giặt thấy hơi xù cạp có dải polime giữ kiểu dáng nhưng mà quần mình dạo này bị nhăn mặc bị khó chịu còn lại thì tốt"
"0",3,,2127,"đóng gói","đặt 3 chỉ giao hàng có 2 cái đã liên hệ nhưng chỉ nhận được câu trả lời cho có cửa hàng đã tự tạo đơn hàng giả và không đóng hàng giao hàng bù sau khi lên bài đã back lại đủ tiền sp mà làm ăn hơi chậm mất 2 tuần từ lúc phản hồi không thể cho 5 được nhất là việc tạo đơn giả để lừa khách cửa hàng nên rút kinh nghiệm"
"2",3,,2128,"chất lượng","quần áo rất đẹp nhưng 1 cái bị lỗi in. mong lần sao cửa hàng chú ý hơn."
"0",3,,2129,"gia công","quần áo rất đẹp nhưng 1 cái bị lỗi in. mong lần sao cửa hàng chú ý hơn."
"2",3,,2130,"giao hàng","hàng giao nhanh đóng gói cẩn thận, người giao hàng nhiệt tình hình ảnh chỉ mang tính chất tham khảo minh họa mua lần 2 vải mỏng hơn lần 1 ."
"0",1,,830,"gia công","rất rất xấu quần thì sổ chỉ tùm lum,màu thì xấu cúc với xéc thì lỏng lẻo nhìn như dẻ xác định mua thì khỏi trả được nữa luôn🤬🤬🤬🤬"
"0",1,,834,"giao hàng","đã kêu huy hàng mà vẫn giao chẳng biết nghĩ gì"
"0",1,,362,"kích cỡ","đã mua 2 lần nhưng chất lượng lần 2 lại không như mong muốn, cùng mua kích cỡ 31 nhưng lần trước quần khá đẹp vải dày dặn, còn lần này thì quần lại nhỏ hơn dù cùng kích cỡ 31 , vải rất mỏng, thất vọng tràn trề, mình mua lần 1 tin tưởng nên mới mua lần 2, nhưng lần 2 lại cho mình trải nghiệm rất xấu"
"0",1,,363,"vải","đã mua 2 lần nhưng chất lượng lần 2 lại không như mong muốn, cùng mua kích cỡ 31 nhưng lần trước quần khá đẹp vải dày dặn, còn lần này thì quần lại nhỏ hơn dù cùng kích cỡ 31 , vải rất mỏng, thất vọng tràn trề, mình mua lần 1 tin tưởng nên mới mua lần 2, nhưng lần 2 lại cho mình trải nghiệm rất xấu"
"0",1,,364,"trải nghiệm","đã mua 2 lần nhưng chất lượng lần 2 lại không như mong muốn, cùng mua kích cỡ 31 nhưng lần trước quần khá đẹp vải dày dặn, còn lần này thì quần lại nhỏ hơn dù cùng kích cỡ 31 , vải rất mỏng, thất vọng tràn trề, mình mua lần 1 tin tưởng nên mới mua lần 2, nhưng lần 2 lại cho mình trải nghiệm rất xấu"
"2",1,,243,"giao hàng","giao hàng nhanh. mua 2 cái quần thì 1 quần lỗi không mặc được, liên hệ cửa hàng để đổi trả cũng không được. cửa hàng cứ kêu hỗ trợ nhưng nhắn lại thì không thấy nói gì. hỗ trợ cskh rất kỳ kém. sẽ không bao giờ mua lại. hối hận vì mua đồ và bấm nhận hàng"
"0",3,,615,"gia công","mua tặng mà chỉ may với chỉ thừa ẩu rất mặc dù đã nhắc cửa hàng kiểm tra trước khi gửi 🥺"
"2",3,,2131,"đóng gói","hàng giao nhanh đóng gói cẩn thận, người giao hàng nhiệt tình hình ảnh chỉ mang tính chất tham khảo minh họa mua lần 2 vải mỏng hơn lần 1 ."
"0",3,,2132,"chất liệu","hàng giao nhanh đóng gói cẩn thận, người giao hàng nhiệt tình hình ảnh chỉ mang tính chất tham khảo minh họa mua lần 2 vải mỏng hơn lần 1 ."
"2",3,,2133,"kiểu dáng","quần đúng dáng đẹp nhưng mặc vào mùa hè sẽ bị bí và nóng"
"0",3,,2134,"chất liệu","quần đúng dáng đẹp nhưng mặc vào mùa hè sẽ bị bí và nóng"
"0",3,,2135,"chăm sóc khách hàng","đã note là che tên sản phẩm dùm mà cửa hàng không làm. chất lượng quần so với giá tạm ổn"
"0",1,,267,"giao hàng","chưa nhận được hàng đã bảo giao hàng thành công là sao"
"0",1,,271,"chất lượng","mua ngày 12 10 nhưng bây giờ mới mở ra và kiểm tra, chất lượng xấu người kiểm tra ngoại quan của chiếc quần này xứng đáng cho nghỉ việc. rất hạn trả rồi, tôi bất cẩn khi tin tưởng cửa hàng 100 . xấu"
"1",1,,272,"vải","phần vải khá tốt dài vừa khít nhưng không hiểu sao kích cỡ 29 mà nó to rộng 1 cách khủng khiếp hai người mặc khéo còn vừa,quá chán với kích cỡ của sản phẩm"
"0",1,,607,"chăm sóc khách hàng","quảng cáo thì bảo đổi trả miễn phí, mà tư vấn kích cỡ rộng rất giờ muốn đổi thì không cho bắt trả hàng rồi đặt đơn mới, buôn bán mà lừa lọc không nói rõ ban đầu, mua quần áo online sợ không vừa nên mới chọn những cửa hàng có đổi trả mà giờ không cho đổi làm mất mã giảm giá của khách hàng. giao cái quần đã rộng lại còn cắt lỗ cài cúc sẵn như kiểu quần của khách nào mặc không ưng trả lại xong gửi đi bán, lần đầu mua hàng của cửa hàng này rất xấu"
"0",1,,608,"uy tín cửa hàng","quảng cáo thì bảo đổi trả miễn phí, mà tư vấn kích cỡ rộng rất giờ muốn đổi thì không cho bắt trả hàng rồi đặt đơn mới, buôn bán mà lừa lọc không nói rõ ban đầu, mua quần áo online sợ không vừa nên mới chọn những cửa hàng có đổi trả mà giờ không cho đổi làm mất mã giảm giá của khách hàng. giao cái quần đã rộng lại còn cắt lỗ cài cúc sẵn như kiểu quần của khách nào mặc không ưng trả lại xong gửi đi bán, lần đầu mua hàng của cửa hàng này rất xấu"
