"label","rating","claimed_at","id","sentence"
"0",1,,224,"quần mua về dính những vết dơ giặc mãi không ra, quần màu kem mà dơ thì chịu luôn, vậy mà cửa hàng vẫn giao cho khách, làm ăn không có tâm."
"0",1,,226,"bịp quen. bảo được đổi hàng trong 1 tuần nhưng sau lại từ chối đổi"
"0",2,,394,"muốn đổi kích cỡ phải tốn thêm tiền nữa nên mọi người hãy xem xét"
"0",1,,46,"gia công vô cùng xấu như hàng lỗi của cty ra. đai quần thì may 1kim không được đính bọ, mà 1 kim không được lại mũi kĩ nữa. khuy thì may rất lõng lẽo. chỗ che khuy thì bị đứt chỉ không được sữa lại. rất xấu như hàng hư lỗi công ty"
"0",1,,48,"tôi muốn thay đổi lại hình nên tôi đã hủy nhưng không hiểu sao nó vẫn nhận hàng được nên nó giờ rất chật với tôi, tôi muốn thành kích cỡ 42 nên tôi đã hủy để thay nhưng không hiểu sao nó vẫn chấp nhận được 🙍‍♂️"
"0",1,,49,"quần sai 29 gắn mác sai 28 , kì vọng bảo nhiêu thì thất vọng bới nhiêu đã mua một lần bên cửa hàng thấy chất liệu và chất lượng sản phẩm tốt nhưng đợt này thì rất xấu"
"0",1,,41,"lúc tr mua quần đúng đẹp bây h đổi lại mẫu khác xấu thật sự"
"0",2,,532,"rất mỏng, nhanh xơ rất lắm anh em ạ"
"0",1,,204,"chất vải nhìn y con gái vậy á với không dài mặc bị ngắn, giờ mới mặc đi làm quần bị rách túi chán"
"0",1,,205,"mua xong phải về bóp lại , không đúng kiểu dáng , mua dùm bạn mình chả thèm mặc luôn"
"0",2,,457,"chất liệu vải thiết kế không giống như trước nữa, đã mua 3 lần và lần này thật sự thất vọng."
"0",2,,395,"vải xù lông và bám bụi bẩn khá nhiều. được cái kiểu dáng dáng tốt"
"1",3,,690,"chất lượng sản phẩm ổn so với tầm giá, hơi có ít vải thừa lộ ra ngoài, cửa hàng chú ý hơn lần sau nhé."
"2",3,,691,"hình ảnh chỉ mang tính chất nhận xu. hàng tạm ổn. phù hợp với gia tiền."
"0",2,,285,"mặc dù chất liệu không biết nói sao vì giá thành rẻ nên không đề cập nhưng nói chung là mặc được. lần sau sẽ đặc biệt lưu ý."
"0",2,,347,"cạp quần chật. bình thường các hãng khác mình mặc kích cỡ 30 là vừa nhưng quần này chật hơn hẳn mặc dù theo bảng kích cỡ thì mình sẽ vừa 30"
"1",2,,291,"quần khá ổn , nhưng cửa hàng giao quần tồn kho cho mình hay sao í , nó có cái mùi rất kinh khủng. hjkkkkkjiikkk"
"0",2,,535,"cửa hàng giao nhầm màu"
"0",2,,529,"quần rách đáy"
"0",2,,390,"như hàng chợ"
"0",2,,391,"chưa nói đến chất lượng hàng nhưng giao hàng chậm tới mình mất gần tuần. đổi hàng gửi lại hàng chật cho cửa hàng xong nhắn hỏi trạng thái đơn đã gửi lại chưa không hề trả lời"
"0",2,,392,"cửa hàng giao rất kỳ rất kỳ chậm, cả túanf mới gủiw hàng đi. mình mua theo số đo mà nó rộng y như cái mền, đáy dài, kích cỡ này chắc phải 32 chứ không phải 29, chán chẳng muốn nói"
"0",2,,393,"fom rất chán mua theo bảng cỡ 28 mặc đã bơi trong quần. hỏi lại cửa hàng thì cửa hàng bảo mua kích cỡ 29. chắc mua kích cỡ 29 thì 80 câm mới mặc vừa"
"0",2,,536,"rộng không đúng kích cỡ"
"0",2,,537,"giao thiếu hàng"
"1",2,,538,"không như mong đợi lắm"
"0",2,,539,"giao nhầm màu"
"0",4,,1048,"cạp hơi rộng"
"0",2,,533,"quần chất liệu xấu"
"0",1,,51,"gặp đúng cái lỗi đổi hàng thì cẩn trả hàng hoàn tiền tết nhất giao hàng lâu rất mất thời gian chán thậtl"
"0",2,,534,"15 ngày có hàng"
"0",1,,146,"kích cỡ 32 rộng như kích cỡ 34 : quần nhiều chỉ thừa, vải xấu nhắn hỗ trợ đổi kích cỡ không nhận được phản hồi"
"0",1,,147,"sản phẩm lỗi,ko được hỗ trợ"
"0",1,,149,"sản phẩm kém chất lượng, chỉ sau 2 3 lần giặt đã bị rách và sổ chỉ. hy vọng cửa hàng cải thiện chất lượng sản phẩm hơn"
"0",1,,150,"quần không có cúc sao mặc🙂🙂"
"1",3,,722,"mình oder 1 áo somi và 1 quần mà giao hàng chi có 1 quần à. cửa hàng xem lại quy trình đóng gói giúp và kiểm kê hàng. vì là cửa hàng mình thích vì đồ đep nên tạm cho 3s thoi."
"0",3,,574,"hẳn là 2 cái nó giống nhau. đợi nửa tháng và cái kết. trải nghiệm lần đầu tiên mua hàng của cửa hàng là rất xấu thời gian cửa hàng chuẩn bị hàng là hơn 10 ngày lí do rất tải đơn mình thấy các bạn mua trước chụp ảnh đánh giá rất đẹp giống hình. đến lượt mình mua thì chán thật sự. cười :"
"0",3,,810,"cửa hàng bảo đặt 2sp cửa hàng tặng hộp. nhưng giao hàng tới hộp không có nhưng túi thì đồ thì bị dính đất kiểu như nước mưa bùn đất bắn lên. mình mua tặng bạn mà cuối cùng phải đi mua túi khác để bỏ đồ vào."
"0",1,,140,"chất liệu mỏng nhũn hư fom, túi quần trước chật, túi quần sau không có cúc gài giao hàng chậm"
"0",1,,158,"rất rộng so với bảng kích cỡ kiểu dáng quần không đẹp , nhiều chỉ thừa"
"1",3,,579,"nói chung là cũng ổn nhưng mà mình nhìn nó chả khác gì quần đồng phục :"
"0",2,,530,"to nhất mà vẫn hơi chật"
"0",2,,531,"quần rổng rất"
"2",4,,893,"hàng giống mô tả giá rẻ nên mua ạ. hình ảnh chỉ mang tính chất nhận xu"
"0",1,,114,"cái túi quần có màu vàng , không biết do gì nhưng mở hàng ra là có mùi rất kinh . nhận được cái giặt luôn"
"1",1,,98,"hàng vải đẹp nhưng đặt kích cỡ 32 gửi kích cỡ 33 không thể nào mặc được"
"0",1,,99,"mình đặt 3 quần đều là kích cỡ 29 , nhưng độ rộng bụng của 3 cái khác hoàn toàn nhau, cái đen lần trc thì chật kít, xám thì vẫn chật mỗi cái trắng là vừa, ib cửa hàng muốn đổi kích cỡ thì bắt chịu phí giao hàng 2 chiều. giờ tết rồi giao hàng thì bao giờ có quần mặc."
"0",1,,100,"kích cỡ từ 53 57 mà bố mình có 54 không nhích nổi thôi lần đầu cũng là lần cuối 🙄🙄"
"0",2,,396,"cửa hàng phản hồi đổi kích cỡ rất lâu trong khi em đã gửi quần về lại cho cửa hàng mà nt hỏi cửa hàng lên đơn đổi kích cỡ cho em chưa thì cửa hàng không trả lời em"
"1",3,,725,"sản phẩm giao nhanh, với giá 160k thì sản phẩm này gọi là tạm chấp nhận được chứ mà bán với giá gốc 300 cành thì quần này rất xấu quần chỉ thừa rất nhiều. chất lượng hoàn thiện chưa cao, không ai nói đây là hàng cao cấp cả, chỉ là quần thường thôi, đường may xấu không đều"
"1",3,,811,"quần bụng thì vừa nhưng chiều dài lại hơi rất biết là dáng baggy nhưng mà to rất mặc không đẹp"
"1",3,,575,"mua theo kích cỡ cửa hàng đưa mà chật rất kéo lên nhìn thộn thộn đúng kì, được cái vải tốt mặc rồi giặt vài lần thấy tốt hơn rồi, mà ngay chỗ kéo khoá vẫn xấu xấu may lỗi hay sao ấy, cửa hàng có liên lạc hỗ trợ đổi mà lúc nhận hàng đang gấp mặc luôn rồi còn đâu: nói chung khá ổn nên tăng thêm 1 sao"
"0",1,,15,"không hiểu bị sao mà lấy hàng về quần lại bị mốc ạ. chất vải thì được mà bị mốc rất trời🤦🏻‍♂️🤷🏻‍♂️"
"0",1,,42,"khá là bùn mình đặt hàng hôm 17 , do rộng rất mình có yêu cầu cửa hàng đổi hôm 23 thì cửa hàng cứ lơ đi mình nhắc mãi đến tận hôm 31 cửa hàng mới gửi cho mình😢"
"0",1,,121,"chán rộng rất quần lại ngắn nhắn tin thì trả lời chậm rất lâu luôn , gọi cho cửa hàng thì không gọi được thế mà lúc gửi nhận hành còn kèm theo tờ giấy lỗi hay gì hoàn trả 100 quần tốt so với giá tiền dịch vụ kém các bạn cân nhắc khi mua nhé lỗi hay hoàn trả gì đấy thì coi như mang mà đi sửa"
"2",1,,122,"quần đẹp đẹp chất lượng, nên mua nha mọi người"
"0",1,,123,"mới mua về đã bị hư khoá kéo 🙂🙂"
"0",1,,124,"quần to so với kích thước"
"1",3,,812,"màu ghi là màu xanh xám nhìn cũ và không giống màu cửa hàng đăng, chất liệu vải phù hợp với giá"
"0",3,,577,"chất vải tốt mình mua cho người yêu và nghe theo tư vấn của cửa hàng thì kích cỡ không vừa lắm, phải mang ra tiệm sửa lại cỡ bụng"
"0",1,,203,"cửa hàng giao nhầm đồ, nhắn tin page 6 ngày không phản hồi, trong khi cái quần màu xấu chênh hơn 60k với cái quần mình đặt trong đơn tặng quần giao hàng nhưng không có giao hàng về chung luôn. không biết cửa hàng làm ăn kiểu gì"
"1",3,,578,"quần sử dụng tốt vải thoáng mát có đều may chỉ chưa được chắc chắn sử dụng khoảng 1 tuần đã bị rách tí"
"0",2,,473,"hàng xấu , đúng lại ngắn , ngồi rất khó chịu, không ngồi được , đường may cũng xấu"
"0",2,,474,"cái này khâu bằng tay à : đùa tôi đấy à"
"0",2,,476,"cửa hàng tư vấn mặc side 29 mà to rất"
"0",1,,102,"tư vấn thì bị rộng kích cỡ giao thì nhanh, mà đổi hàng thi tới 17 ngày làm ăn không hiểu được"
"0",1,,2,"chất liệu vải ổn, đường may rất xấu phần đai lưng có vậy gì ở trong rất cứng mặc vào rát da, nhích hơn hàng chợ cái tên cửa hàng nếu như hỗ trợ đổi trả nhanh thì sẽ không đánh giá xấu không mua lại cửa hàng này lần nào nữa ."
"0",1,,3,"mình mua 2 quần, 1 trắng 1 đen, quần trắng rất ổn còn cái quần đen thì thôi rồi lúc đầu vừa nhận hàng nó không có cúc, sau khi mình mặc đi chơi thì nó rách 1 lỗ lớn ở bên không"
"0",1,,126,"kích cỡ 32 cho 69 73kg mà mình 70kg mặc thấy chật bụng. không hiểu sai số kiểu gì"
"0",1,,91,"vải đẹp dày nhưng rất nhiều chỉ thừa làm quần bị thủng 1 lỗ"
"0",1,,213,"tên thì để quần ống suông ống rộng, bảng số đo kích cỡ 29 rộng 19,5 mà nhận hàng đo ra chỉ 16 16,5 cm mặc vào bó sát chân, mọi người né vội, coi như bố thí 180k"
"0",2,,488,"mỏng với không đứng fomr tí nào"
"0",2,,489,"kích cỡ 29 như kích cỡ 31"
"0",1,,128,"mình đặt quần thì cửa hàng giao tất chịu cửa hàng"
"0",1,,215,"dáng quần không đẹp lắm chỉ thừa quần chưa mặc đã bung chỉ rất thất vọng"
"0",1,,216,"thái độ phục vụ hời hợt. nhắn tin kêu sửa đánh giá 5sao thì mau mắn còn khi mình nt thắc mắc thì cả ngày chưa thấy trả lời chưa kể đặt hàng bị lỗi không giao mà không thông báo. 1 sao và không có lần sau:"
"0",1,,163,"nói thật cửa hàng bán càng ngày càng xấu lần đầu mua thì tốt mua đến lần thứ 3 mà xấu không tả được. mọi người né cửa hàng ra nhé"
"0",1,,165,"lúc trước cách đây 4th mua kích cỡ 35 mặc rất tốt mà h đặt lại thì chật nức"
"0",1,,143,"cửa hàng giao quần không có nút gài, rất xấu"
"0",1,,144,"đã mua 2 lần nhưng chất lượng lần 2 lại không như mong muốn, cùng mua kích cỡ 31 nhưng lần trước quần khá đẹp vải dày dặn, còn lần này thì quần lại nhỏ hơn dù cùng kích cỡ 31 , vải rất mỏng, thất vọng tràn trề, mình mua lần 1 tin tưởng nên mới mua lần 2, nhưng lần 2 lại cho mình trải nghiệm rất xấu"
"0",1,,145,"không nên mua mọi người ạ quần này đắt chứ có phải rẻ đâu đặt 2 cái mà vải xấu cả 2 lôi kéo dãn nhẹ 1 cái là rách rồi chất liệu phải và may phải gọi là xấu không nên mua"
"0",1,,104,"gửi về đổi kích cỡ quần mà bị bùng luôn ạ"
"0",1,,27,"hy vọng không ai giống mình. mua hàng theo quy đổi kích thước xong mặc không vừa. nhắn cửa hàng được hỗ trợ chuyển về lại cửa hàng để đổi trả.chuyển thành công về cho cửa hàng xong cửa hàng xu luôn. nhắn phản hồi thì cứ bảo là chuyển sai để chuyển lại mà 2 lần thế, đến giờ được 2 tháng rồi. cửa hàng lớn làm ăn chán rất có 700k"
"0",1,,106,"nhận hàng giặt tay xong rồi mới thấy quần bục chỉ cửa hàng gửi hàng hoả tốc không kiểm tra lỗi hàng trước"
"0",1,,101,"mua 28 giao 30"
"1",3,,683,"giao hàng nhanh , quần bóc ra đã thấy bị xước vài chỗ"
"0",2,,509,"hàng bị rách"
"1",1,,177,"chất lượng tạm ổn, có điều mua hôm nay giá 220k đến khi nhận hàng thì cửa hàng giảm còn 179k, hơi cay kiểu bán hàng này"
"0",1,,116,"đã mua 1 lần và lần này là lần thứ 2 cửa hàng làm ăn chán, vải thì xấu không đúng kích cỡ như bảng kích cỡ của cửa hàng ib thì cửa hàng không trả lời m.n ai mua nên suy nghĩ cho kỹ"
"1",3,,684,"quà đi tặng nên không rõ chất lượng nhưng màu ghi không đúng với màu mình mong muốn như hình lắm. giao hàng nhanh"
"0",1,,254,"cửa hàng lừa đảo. không đổi hàng lại cho khách dù đã nhận lại được hàng."
"1",3,,809,"quần vải hơi mỏng nhưng vẫn tốt mỗi tội phần eo bụng bị hơi rộng. quần còn nhiêif lỗi rất nha cửa hàng :"
"0",1,,178,"đặt lần đầu kích cỡ 35 mặc thoải mái, lần sau đặt rất chật bận không vừa luôn"
"0",2,,514,"kem màu hơi xấu cũ"
"0",2,,309,"giao hàng nhanh, đóng gói ổn, nhưng kích cỡ quần thì không chuẩn lắm, bị chật ý ạ. không biết phải làm sao cơ. em đi mua tặng mà giờ mặc không nổi"
"0",1,,133,"như quần què"
"1",3,,727,"chất quần đợt này không dày với mịn như đợt truớc mình mua. giao nhanh. đóng gói tốt so với tầm giá thì cửa hàng này vẫn rất tốt"
"1",3,,729,"sản phẩm còn khá nhiều chỉ thừ bên trong còn bên ngoài tạm ổn nhận hàng thì mùi của quần khá ghê mình nghĩ cửa hàng nên để thêm 1 tờ giấy thơm vào nói chung chưa ưng lắm"
"0",1,,134,"cửa hàng làm ăn kì cục gửi hàng bị bung chỉ bị dơ bị bung chỉ ngay chỗ dây kéo thì sao mặc được nữa. nhấn trả hàng thì shiper không đến lấy trả hàng 2 3 lần cũng không được. còn bị gửi mail người bán khiếu nại trả hàng không đủ chứng cứ. chán thật sự trong khi mình mua tặng người khác: mà hàng thì cứ như này"
"0",2,,329,"kiểu dáng không giống hình, mua phí tiền, kiểu dáng bó sát .. xấu không thể tưởng chưa kể quần là chỗ khác sản xuất,"
"0",2,,328,"cửa hàng nên kiểm tra kĩ sản phẩm trước khi giao hàng hàng cho khách nha."
"2",2,,327,"mua 2 lần, lần đầu chất vải tốt ưng ý, lần 2 mua lại vải cứng xấu"
"1",2,,330,"rất tốt nhưng vì thái độ của người giao hàng nên 2 sao"
"0",1,,130,"quần ống rất rộng , y như quần bị lỗi ống như cái bao đóng gói không kĩ được cái shippo nhiệt tình"
"0",1,,229,"quần bị bẩn với chỉ thừa nhiều, quần chưa mặc đã bị bung cúc. sản phẩn không đúng với quảng cáo"
"0",3,,730,"muaa ở cửa hàng hai lầnnn rồiii mà lần nào cũng rất lâuuu sp thì tạm ổnn do đường may nên làm dáng qần hơii kì"
"0",1,,206,"giao sai màu kêu hỗ trợ đổi trả nhưng nt cho cửa hàng 8 kiếp chẳng thấy trả lời không bao giờ mua lại dù chỉ 1 lầnnnnnnnnn. tin tưởng cửa hàng mua hẳn 2c phí tiền rất :"
"2",3,,697,"quần vải và dáng thì tốt mà mất lỗi một đường dài. lỗi rất rõ mà cửa hàng không kiểm hàng trước khi gửi đi. hơi buồn."
"2",3,,699,"vải đẹp sịn mà ống hơi rộng so với chân mình thoi ksao đẹp lắm"
"0",3,,700,"vải mềm, quần lên kiểu dáng rũ chớ không đứng kiểu dáng chất vải tạm được vừa mua về đã đứt chỉ 2 quai đeo dây nịt"
"0",2,,420,"cửa hàng tư vấn sai kích cỡ kích cỡ rất to. mọi ng nên giảm bớt 1 kích cỡ nhé"
"0",2,,421,"may bị lỗi. kéo khoá bị lộ xan tia. không như mong đợi"
"1",3,,701,"quần rẻ, dáng đẹp chất vải nặng, không thoáng nhiều. đường may chưa tốt."
"0",2,,515,"mua áo cửa hàng thì đẹp còn quần như quần què :"
"0",1,,56,"lưu ý : mọi người mua quần bên này nên xem xét và cẩn thận kiểm tra cho kỹ , mình mua bên này 3 lần , 2 lần đều dính hãng lỗi , quần bên này bung chỉ và rách khá nhiều , mọi người trước khi mua nên xém xét nhá."
"0",1,,58,"mua giảm giá nên chất lượng kém hơn mua giá gốc"
"0",1,,47,"rất thất vọng. trước khi đặt mua đã hỏi cửa hàng bảo kích cỡ 26 vừa mà khi lấy hàng thì như cho người béo mặc. lưng rộng thế này làm sao mặc.."
"0",2,,422,"để trở thành nhà quản trị thành công trong tương lai, anh chị nên chuẩn bị kiến thức sâu rộng về ngành và xu hướng kinh doanh, kỹ năng lãnh đạo, quản lý thời gian hiệu quả, và khả năng làm việc nhóm. đồng thời, duy trì mối quan hệ xã hội tích rất và không ngừng nâng cao kỹ năng giao tiếp cũng là quan trọng."
"0",2,,423,"chỉ may không được chắc. mới dùng đã đứt khuy quần."
"0",1,,141,"quần đúng đẹp thật nhưng mà sao vừa mặc lại rách toạc ở giữa,đang đi làm luôn á trời quê điên"
"0",1,,164,"nhắn tin để cửa hàng giải quyết đơn của mình mà từ shoppe tới zalo. rất mệt mỏi . cửa hàng ib giải quyết tình trạng đơn mình . rồi mình sẽ đánh giá lại chứ đợi cửa hàng phản hồi bực luôn"
"2",1,,29,"thấyyyyyyyyyyy bự so vớiiiiiiii kích cỡ nhaa nói chung cũng ưngggggg nennnnnn mua nhaaaaaa"
"0",1,,263,"mình nhờ tư vấn trên live. người yêu mình cao m75 nặng 60kg, cửa hàng tư vấn kích cỡ 30 về mặc chật, quần cộc, trên rộng rất dưới thì cộc. chẳng biết làm sao được"
"0",1,,201,"sale cho lắm vào rồi nói cháy hàng không sale nữa quay về giá cũ đặt ngày 15 đến ngày 21 không có 1 cái phản hổi nói cửa hàng cháy hàng không giao kịp được đợi đến ngày 20 nhắn là không nhận đơn hàng...nếu vậy thì ngày 15 đừng có sale cửa hàng làm ăn xấu kinh ..ý kiến khách quan luôn á.dịch vụ xấu nhắn 15h đến 24h rép:"
"0",1,,151,"lần đầu mua hàng của cửa hàng này trước khi mua mọi thứ đều tốt mình chốt xong rồi cửa hàng bảo hết hàng mình vẫn hoan hỉ chốt lại nhưng sau khi nhận được hàng thì. thứ 1 khuy cúc bị rạch hết, hàng mới không bao giờ như thế thứ 2 cửa hàng tư vấn kích cỡ 29 một cái mình mặc vừa, một cái mặc như săn quần lội luôn. thứ 3 chỉ lớp trái quần may rất sơ sài lỡ kéo 1 phát là tuôn chỉ ra hết. thứ 4 nhắn tin lúc trước khi mua thì trả lời nhanh còn sau khi mua nhắn tim complaint thì không thấy trả lời. chắc mình mua hôm được tặng 1 cái ví nên bị ghét hay sao đó, chứ mình thấy mọi người mua hàng rất tốt lần đầu cũng như lần cuối không bao giờ mua của cửa hàng này nữa. rất sợ."
"0",1,,152,"thật sự có 1 trải nhiệm rất xấu với cửa hàng này, mà lần đầu đặt thì không nói nhưng đây cũng là lần thứ 2 đặt rồi. đặt 2 cái quần từ m8 1 đến giờ là 22 1 vẫn không giao đủ sản phẩm cho mình, đã có 4 lần nhắn tin cho cửa hàng hỗ trợ nhưng sau 4 lần thì là lúc nào cũng câu bên em đã lên đơn rồi xong hỏi lại thì bảo đơn hàng bị huỷ rồi hỏi hoàn tiền, mình đặt hàng trả sẵn để có đồ mặc chứ không phải đặt xong bảo mình là hoàn tiền thật nực cười. mua 2 cái giao hàng 1 cái xong hỗ trợ tới 4 lần nhưng cuối cùng nhận lại là bị huỷ đơn xong không thông báo hay bất cứ thứ gì lại cho khách hàng, trải nhiệm xấu nhất với cửa hàng này, đây là trải nhiệm và ý kiến cá nhân, có thể mọi người không bị nhưng đây là thứ mình bị, cửa hàng ở hà nội mà như ở mĩ đặt hàng tới tận 2 tuần không có nổi cái quần cho khách. xấu"
"0",2,,293,"từng mua quần này màu be thì kiểu dáng khá tốt nên lần này mua lại cái màu đen nhưng lại nhận được quần có kiểu dáng khác tuy cùng loại sản phẩm. quần đen này kiểu dáng khá xấu đã thế lại còn bị rách. không biết có phải do sale nên bán quần loại khác hay không chứ chất lượng không bằng quần be lần trước"
"1",3,,731,"quần mua cho người yêu mang tết . mà quần bị dơ ở ống quần vơi lại quần hôi lắm không phải mùi vải mà mùi á. mình đưa cho người yêu ngửi cũng nói hôi. được cái giao hàng nhanh thôi"
"0",1,,266,"nhận hàng vừa mới giặt xong đã bị bung chỉ hết 1 đoạn đùi"
"0",1,,267,"chất lượng khoá kéo rất xấu mua 4 cái mà 2 cái mặc vài lần đã hỏng khoá kéo."
"0",1,,268,"1 sao 1 sao 1 sao .vải xấu quần may xấu . hỏi cửa hàng để đổi lại không thấy trả lời mọi người đừng mua"
